"Judul","Title_URL","Update","Agen","Jenis_Rumah","Lokasi","KT","KM","Garasi","LT","LB","KPR_bulanan","Harga","Harga_New","Juta"
"RUMAH HITUNG TANAH AREA KOMERSIAL DI JALAN RAYA BANYUMANIK","https://www.rumah123.com/properti/semarang/hos15752773/","Diperbarui 3 bulan yang lalu oleh","DAUD SUWITO BRIGHTON","Rumah","Banyumanik, Semarang","4","2","","396","120","14","3.8","3.8",""
"RUMAH BAGUS DI NGALIYAN SEMARANG ! LUAS TANAH 199 M2 SHM","https://www.rumah123.com/properti/semarang/hos15752597/","Diperbarui 3 bulan yang lalu oleh","Julianto property Julianto","Rumah","Ngaliyan, Semarang","4","2","1","199","150","3","975","0.975",""
"Jual Perumahan Senjoyo sistem cluster semarang","https://www.rumah123.com/properti/semarang/hos15751980/","Diperbarui 3 bulan yang lalu oleh","Jing Jing","Rumah","Semarang Timur, Semarang","3","2","1","168","92","5","1.6","1.6",""
"Dijual Rumah di Palebon Pedurungan Semarang","https://www.rumah123.com/properti/semarang/hos15751947/","Diperbarui 3 bulan yang lalu oleh","Else Susilowaty","Rumah","Pedurungan, Semarang","2","2","","97","80","1","500","0.5",""
"Rumah Mewah Di Kalicari Pedurungan Dekat Smpn 15 Semarang","https://www.rumah123.com/properti/semarang/hos15750583/","Diperbarui 2 bulan yang lalu oleh","Yunita","Rumah","Pedurungan, Semarang","5","4","1","150","300","9","2.5","2.5",""
"Rumah Strategis Dan Asri di Semarang Timur K8020","https://www.rumah123.com/properti/semarang/hos15750290/","Diperbarui 2 bulan yang lalu oleh","Ray White Semarang Kota","Rumah","Semarang Timur, Semarang","3","2","1","90","135","2","580","0.58",""
"Rumah Bagus Dan Strategis di Semarang Timur K8019","https://www.rumah123.com/properti/semarang/hos15750142/","Diperbarui 2 bulan yang lalu oleh","Ray White Semarang Kota","Rumah","Semarang Timur, Semarang","7","2","4","325","500","7","2","2",""
"Rumah Kost Strategis di Banyumanik K8016","https://www.rumah123.com/properti/semarang/hos15749807/","Diperbarui 2 bulan yang lalu oleh","Ray White Semarang Kota","Rumah","Banyumanik, Semarang","7","7","5","327","270","12","3.25","3.25",""
"Dijual Rumah Siap Huni di Karonsih Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos15749770/","Diperbarui 3 bulan yang lalu oleh","Else Susilowaty","Rumah","Ngaliyan, Semarang","4","2","","199","150","3","975","0.975",""
"Dijual Rumah Kost Perum Griya Lestari Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos15749688/","Diperbarui 3 bulan yang lalu oleh","Else Susilowaty","Rumah","Ngaliyan, Semarang","5","4","","76","152","1","500","0.5",""
"Rumah Bagus Dan Strategis di Semarang Timur K8014","https://www.rumah123.com/properti/semarang/hos15749514/","Diperbarui 2 bulan yang lalu oleh","Ray White Semarang Kota","Rumah","Semarang Timur, Semarang","3","1","","212","81","4","1.1","1.1",""
"Rumah Mewah Jl Jeruk Sompok Siap Huni","https://www.rumah123.com/properti/semarang/hos15749466/","Diperbarui 3 bulan yang lalu oleh","Fenny satri","Rumah","Semarang Selatan, Semarang","4","3","","300","300","13","3.7","3.7",""
"DIJUAL RUMAH KOST DEKAT LOTTEMART SEMARANG","https://www.rumah123.com/properti/semarang/hos15749277/","Diperbarui 2 bulan yang lalu oleh","Luna Ninik","Rumah","Semarang Timur, Semarang","5","2","","94","70","1","475","0.475",""
"Rumah cluster di jual dekat dengan kampus Undip Tembalang","https://www.rumah123.com/properti/semarang/hos15748924/","Diperbarui 3 bulan yang lalu oleh","Muhamad irkham","Rumah","Tembalang, Semarang","2","1","1","68","30","1","499","0.499",""
"RUMAH HANYA SELANGKAH DARI JL RAYA SEMARANG-TUGU , SEMARANG BARAT","https://www.rumah123.com/properti/semarang/hos15748695/","Diperbarui 3 bulan yang lalu oleh","RINA","Rumah","Semarang Barat, Semarang","3","2","1","190","170","3","950","0.95",""
"Rumah Dijual Dengan 5 Kamar Tidur di Tembalang, Semarang 11.493 nic","https://www.rumah123.com/properti/semarang/hos15747748/","Diperbarui 3 bulan yang lalu oleh","Nicodemus Muliadi","Rumah","Tembalang, Semarang","5","2","","170","220","4","1.2","1.2",""
"Rumah Tembalang 400jtan,3mnit ke UNDIP, SHM","https://www.rumah123.com/properti/semarang/hos15747146/","Diperbarui 3 bulan yang lalu oleh","Ami PLG","Rumah","Tembalang, Semarang","2","1","1","68","30","1","475","0.475",""
"Rumah Tengah Kota di Senjoyo, Citarum, Semarang Timur, Semarang 10.146 aud","https://www.rumah123.com/properti/semarang/hos15746640/","Diperbarui 3 bulan yang lalu oleh","NANA - LJHooker Semarang","Rumah","Semarang Timur, Semarang","4","2","","160","200","7","2","2",""
"Rumah Dijual Dengan 5 Kamar Tidur di Tembalang, Semarang 11.493 nic","https://www.rumah123.com/properti/semarang/hos15746605/","Diperbarui 3 bulan yang lalu oleh","NANA - LJHooker Semarang","Rumah","Tembalang, Semarang","5","2","","170","220","4","1.2","1.2",""
"Rumah Tengah Kota di Senjoyo, Citarum, Semarang Timur, Semarang 10.146 aud","https://www.rumah123.com/properti/semarang/hos15746577/","Diperbarui 3 bulan yang lalu oleh","Yulistyani -","Rumah","Semarang Timur, Semarang","4","2","","160","200","7","2","2",""
"Jual / sewa rumah siap huni Semarang Indah","https://www.rumah123.com/properti/semarang/hos15745869/","Diperbarui 2 bulan yang lalu oleh","Susana Irianti Valentina","Rumah","Semarang Barat, Semarang","2","1","1","96","80","4","1.2","1.2",""
"Rumah baru luas tanah 87 meter dekat Jln raya Kanfer","https://www.rumah123.com/properti/semarang/hos15745289/","Diperbarui 3 bulan yang lalu oleh","zani mundhofiroh","Rumah","Banyumanik, Semarang","2","1","1","87","43","1","450","0.45",""
"Dijual Rumah Siap Pakai Di Perumahan Semarang Indah","https://www.rumah123.com/properti/semarang/hos15745282/","Diperbarui 3 bulan yang lalu oleh","Andy Pie","Rumah","Semarang Barat, Semarang","5","2","","160","140","3","1","1",""
"Dijual Rumah Siap Pakai Di Perumahan Semarang Indah","https://www.rumah123.com/properti/semarang/hos15745261/","Diperbarui 3 bulan yang lalu oleh","Andy Pie","Rumah","Semarang Barat, Semarang","4","1","","160","140","3","1","1",""
"RUMAH MEWAH CANTIK MURAH DI GUNUNG PATI SEMARANG","https://www.rumah123.com/properti/semarang/hos15745229/","Diperbarui 3 bulan yang lalu oleh","Priyanti","Rumah","Gunung Pati, Semarang","3","2","1","120","72","2","600","0.6",""
"Dijual Rumah Siap Pakai Di Perumahan Semarang Indah","https://www.rumah123.com/properti/semarang/hos15745174/","Diperbarui 3 bulan yang lalu oleh","Yuliana Tan","Rumah","Semarang Barat, Semarang","11","3","2","300","275","7","2","2",""
"RUMAH HOOK LOKASI JALAN CINDE JOMBLANG CANDISARII SEMARANG","https://www.rumah123.com/properti/semarang/hos15745162/","Diperbarui 3 bulan yang lalu oleh","INDAH (WVXB)","Rumah","Candisari, Semarang","6","3","","285","220","11","3","3",""
"Dijual Rumah Di Perumahan Permata Puri, Ngaliyan, Semarang","https://www.rumah123.com/properti/semarang/hos15745137/","Diperbarui 3 bulan yang lalu oleh","Andy Pie","Rumah","Ngaliyan, Semarang","2","1","1","150","45","5","1.5","1.5",""
"Dijual Rumah Ready Dalam Cluster di Banyumanik Semarang","https://www.rumah123.com/properti/semarang/hos15744779/","Diperbarui 4 hari yang lalu oleh","TiMo PRo","Rumah","Banyumanik, Semarang","3","2","1","117","100","2","750","0.75",""
"Rumah Semarang Mewah BAGUS TENGAH KOTA","https://www.rumah123.com/properti/semarang/hos15744653/","Diperbarui 3 bulan yang lalu oleh","Ichsan Novandra","Rumah","Semarang Tengah, Semarang","6","6","3","320","560","15","4.3","4.3",""
"Rumah 3KT hny 5 menit dr akses tol banyumanik dan dekat kampus Undip","https://www.rumah123.com/properti/semarang/hos15744532/","Diperbarui 3 bulan yang lalu oleh","emy  noegraha","Rumah","Banyumanik, Semarang","3","3","2","181","200","8","2.25","2.25",""
"Rumah Hook di Tamansari Majapahit Semarang","https://www.rumah123.com/properti/semarang/hos15744359/","Diperbarui 6 hari yang lalu oleh","Erlin Ernawati Anisyah anisyah","Rumah","Pedurungan, Semarang","2","1","1","173","56","5","1.35","1.35",""
"Rumah Bukit Indah Regency Banyumanik Semarang","https://www.rumah123.com/properti/semarang/hos15744236/","Diperbarui 3 bulan yang lalu oleh","Turyati","Rumah","Banyumanik, Semarang","5","3","2","169","235","7","1.9","1.9",""
"Rumah Siap Huni di Banyumanik Semarang Sudah Renovasi","https://www.rumah123.com/properti/semarang/hos15743709/","Diperbarui 1 bulan yang lalu oleh","Erlin Ernawati Anisyah anisyah","Rumah","Banyumanik, Semarang","4","2","1","130","100","2","550","0.55",""
"Rumah Exclusive Belakang BCA Kedungmundu dekat PDAM dan UNIMUS","https://www.rumah123.com/properti/semarang/hos15743410/","Diperbarui 3 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","3","2","1","76","80","4","1.2","1.2",""
"Rumah Cluster perbukitan di Tembalang, Sendangmulyo","https://www.rumah123.com/properti/semarang/hos15743343/","Diperbarui 3 bulan yang lalu oleh","Rizky Ilyas","Rumah","Tembalang, Semarang","2","1","2","45","77","1","488","0.488",""
"Rumah 2lt dekat tol Banyumanik. 2menit ke UNDIP Tembalang 100/135","https://www.rumah123.com/properti/semarang/hos15743179/","Diperbarui 2 bulan yang lalu oleh","Mas Dayat ""De Villa""","Rumah","Banyumanik, Semarang","3","2","2","135","100","5","1.47","1.47",""
"RUMAH BANYUMANIK BARU SIAP HUNI DEKAT RS HERMINA","https://www.rumah123.com/properti/semarang/hos15742617/","Diperbarui 3 bulan yang lalu oleh","DWI VINO","Rumah","Banyumanik, Semarang","3","2","1","113","60","2","750","0.75",""
"RUMAH MURAH 2 LANTAI ZEBRA PEDURUNGAN","https://www.rumah123.com/properti/semarang/hos15742507/","Diperbarui 3 bulan yang lalu oleh","Rudi Setiawan","Rumah","Pedurungan, Semarang","3","2","1","72","72","2","643","0.643",""
"Dijual kost mewah ,lokasi di ring 1 kampus UNDIP Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos15741698/","Diperbarui 3 bulan yang lalu oleh","dwi purnomo","Rumah","Tembalang, Semarang","16","16","1","373","250","16","4.5","4.5",""
"Rumah Semarang Ngaliyan Wates","https://www.rumah123.com/properti/semarang/hos15741361/","Diperbarui 4 minggu yang lalu oleh","Abdul Rozak","Rumah","Ngaliyan, Semarang","3","2","1","120","82","2","650","0.65",""
"Rumah di Jl. Cemara Mustika,Tembalang  kondisi Bagus","https://www.rumah123.com/properti/semarang/hos15741289/","Diperbarui 3 bulan yang lalu oleh","raywhite.maykeproperty","Rumah","Tembalang, Semarang","2","1","","93","72","2","650","0.65",""
"Rumah dekat jalan majapahit pedurungan manunggal jati simpang 5 kedua","https://www.rumah123.com/properti/semarang/hos15741282/","Diperbarui 3 bulan yang lalu oleh","MAS TO","Rumah","Pedurungan, Semarang","3","2","2","72","72","2","643","0.643",""
"Mijen Semarang Barat dekat BSB CITY","https://www.rumah123.com/properti/semarang/hos15741271/","Diperbarui 1 bulan yang lalu oleh","Rohman al chalim","Rumah","Semarang Barat, Semarang","3","1","2","127","55","1","400","0.4",""
"Cluster Villa Dawung Di Pudak payung Banyumanik Semarang","https://www.rumah123.com/properti/semarang/hos15740903/","Diperbarui 3 bulan yang lalu oleh","agus murtadho aden bagus","Rumah","Banyumanik, Semarang","2","1","","72","36","1","450","0.45",""
"Rumah Bagus Unfurnished SHM di Tlogomulyo, Semarang","https://www.rumah123.com/properti/semarang/hos15740550/","Diperbarui 3 bulan yang lalu oleh","Abdullah Fadhil","Rumah","Pedurungan, Semarang","3","3","1","153","150","6","1.8","1.8",""
"Rumah Mewah 2 Lantai Lingkungan Cluster di Ngaliyan Sertifikat HM","https://www.rumah123.com/properti/semarang/hos15740428/","Diperbarui 2 bulan yang lalu oleh","Else Susilowaty","Rumah","Ngaliyan, Semarang","3","2","2","170","75","5","1.44","1.44",""
"RUMAH HOOK DI PURI ANJASMORO SEMARANG BARAT","https://www.rumah123.com/properti/semarang/hos15739716/","Diperbarui 3 bulan yang lalu oleh","RINA","Rumah","Semarang Barat, Semarang","4","2","2","320","300","16","4.5","4.5",""
"Rumah Dijual Dengan 5 Kamar Tidur di Tembalang, Semarang 11.493 nic","https://www.rumah123.com/properti/semarang/hos15739589/","Diperbarui 3 bulan yang lalu oleh","Lisa","Rumah","Tembalang, Semarang","5","3","","170","220","4","1.2","1.2",""
"Rumah Hook 2 Lantai Di Serena Hill,BSB City,Semarang","https://www.rumah123.com/properti/semarang/hos15739575/","Diperbarui 3 bulan yang lalu oleh","Century  Prosper","Rumah","Ngaliyan, Semarang","3","2","1","194","68","7","2.1","2.1",""
"Perum Griya Dempel Baru","https://www.rumah123.com/properti/semarang/hos15730960/","Diperbarui 3 bulan yang lalu oleh","Diana","Rumah","Semarang Timur, Semarang","4","2","","84","140","4","1.1","1.1",""
"Dijual Rumah Puri Eksekutif","https://www.rumah123.com/properti/semarang/hos15730983/","Diperbarui 3 bulan yang lalu oleh","Diana","Rumah","Semarang Barat, Semarang","3","2","","300","209","9","2.6","2.6",""
"RUMAH 2 LANTAI 700JT PEDURUNGAN SEMARANG","https://www.rumah123.com/properti/semarang/hos15739315/","Diperbarui 3 bulan yang lalu oleh","Riki adi","Rumah","Semarang Timur, Semarang","3","2","2","79","80","2","775","0.775",""
"Rumah Tengah Kota di Senjoyo, Citarum, Semarang Timur, Semarang 10.146 aud","https://www.rumah123.com/properti/semarang/hos15739306/","Diperbarui 3 bulan yang lalu oleh","Margaretha Christine Soeharyo","Rumah","Semarang Timur, Semarang","4","2","","160","200","7","2","2",""
"SRI REJEKI MINIMALIS 2 LT BAGUS SIAP HUNI BEBAS BANJIR DEKAT TENGAH KOTA","https://www.rumah123.com/properti/semarang/hos15739179/","Diperbarui 3 bulan yang lalu oleh","danny xie","Rumah","Semarang Barat, Semarang","3","4","","200","200","5","1.5","1.5",""
"Rumah dijual SemarangTengah","https://www.rumah123.com/properti/semarang/hos15738698/","Diperbarui 3 bulan yang lalu oleh","Susana Irianti Valentina","Rumah","Semarang Tengah, Semarang","5","3","","160","200","7","2","2",""
"Rumah Baru Desain Keren Lokasi Strategis Tlogomulyo Pedurungan","https://www.rumah123.com/properti/semarang/hos15738654/","Diperbarui 3 bulan yang lalu oleh","Ardi Fri Kayanto","Rumah","Pedurungan, Semarang","2","1","1","80","45","1","490","0.49",""
"Dijual Cepat Rumah 2 Lantai Bagus di Paramount Village, Semarang","https://www.rumah123.com/properti/semarang/hos15738681/","Diperbarui 3 bulan yang lalu oleh","Deddy","Rumah","Semarang Barat, Semarang","4","3","1","72","79","4","1.3","1.3",""
"Rumah Serena Hill,Bsb City,Semarang","https://www.rumah123.com/properti/semarang/hos15738285/","Diperbarui 3 bulan yang lalu oleh","Century  Prosper","Rumah","Ngaliyan, Semarang","3","2","1","120","68","5","1.6","1.6",""
"Dijual Cepat Nego Sejadinya Rumah Bagus di Griya Lestari Semarang","https://www.rumah123.com/properti/semarang/hos15738281/","Diperbarui 3 bulan yang lalu oleh","Deddy","Rumah","Ngaliyan, Semarang","2","1","1","126","80","2","675","0.675",""
"Dijual Rumah Baru di Pedurungan Lokasi Belakang Pasar Fatmawati Pedurungan","https://www.rumah123.com/properti/semarang/hos15737854/","Diperbarui 4 bulan yang lalu oleh","Khristina Atmodjo","Rumah","Pedurungan, Semarang","2","1","1","90","50","1","510","0.51",""
"Rumah 2 Lantai Victoria Highland, Citraland BSB City","https://www.rumah123.com/properti/semarang/hos15737795/","Diperbarui 4 bulan yang lalu oleh","Century  Prosper","Rumah","Ngaliyan, Semarang","3","2","1","144","98","7","2.1","2.1",""
"Dijual Rumah Mewah Di Semarang Bebas Banjir","https://www.rumah123.com/properti/semarang/hos15737045/","Diperbarui 4 bulan yang lalu oleh","Peduli Property","Rumah","Semarang Barat, Semarang","5","3","1","360","300","14","4","4",""
"CITRASUN TEMBALANG 2 LANTAI FULL FURNISHED SIAP HUNI","https://www.rumah123.com/properti/semarang/hos15737608/","Diperbarui 3 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","4","4","","180","250","18","4.9","4.9",""
"Rumah Baru SHM di Pedurungan Belakang Pasar Fatmawati Bisa Kpr","https://www.rumah123.com/properti/semarang/hos15737270/","Diperbarui 4 bulan yang lalu oleh","Rikza Bashony","Rumah","Pedurungan, Semarang","2","1","1","90","50","2","550","0.55",""
"RUMAH MEWAH BERANDA BALI BELAKANG KAMPUS UNIKA BSB SEMARANG","https://www.rumah123.com/properti/semarang/hos15737022/","Diperbarui 4 bulan yang lalu oleh","Priyanti","Rumah","Semarang Barat, Semarang","3","2","1","133","105","4","1.1","1.1",""
"RUMAH 2 LANTAI, THE MAJA CLUSTER PEDURUNGAN SEMARANG","https://www.rumah123.com/properti/semarang/hos15736891/","Diperbarui 4 bulan yang lalu oleh","Riki adi","Rumah","Pedurungan, Semarang","3","2","1","96","90","3","925","0.925",""
"Rumah BARU siap huni di Banyumanik","https://www.rumah123.com/properti/semarang/hos15736872/","Diperbarui 3 bulan yang lalu oleh","adrian","Rumah","Banyumanik, Semarang","3","2","2","184","150","7","2.1","2.1",""
"Rumah dan paket kos Tembalang UNDIP 400jtan","https://www.rumah123.com/properti/semarang/hos15736712/","Diperbarui 3 bulan yang lalu oleh","Ami PLG","Rumah","Tembalang, Semarang","2","1","2","65","30","1","475","0.475",""
"RUMAH MURAH PINGGIR JALAN MURADI SEMARANG","https://www.rumah123.com/properti/semarang/hos15735823/","Diperbarui 3 bulan yang lalu oleh","Priyanti","Rumah","Semarang Barat, Semarang","6","5","1","277","277","14","4","4",""
"Rumah Candi Berlian Pasadena","https://www.rumah123.com/properti/semarang/hos15730887/","Diperbarui 4 bulan yang lalu oleh","Diana","Rumah","Ngaliyan, Semarang","5","1","1","119","120","2","550","0.55",""
"Griya Tembalang Sejahtera","https://www.rumah123.com/properti/semarang/hos15730967/","Diperbarui 4 bulan yang lalu oleh","Diana","Rumah","Tembalang, Semarang","2","2","","89","89","2","750","0.75",""
"Rumah Mewah dekat Al Azhar Tirto Agung Banyumanik Semarang Atas","https://www.rumah123.com/properti/semarang/hos15735509/","Diperbarui 4 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","3","2","","127","100","5","1.38","1.38",""
"Rumah mewah di pinggir jalan raya utama Gunungpati Semarang","https://www.rumah123.com/properti/semarang/hos15735427/","Diperbarui 3 bulan yang lalu oleh","Muhamad irkham","Rumah","Gunung Pati, Semarang","2","1","1","120","45","1","499","0.499",""
"Rumah Murah Bisa KPR di Mijen Kota Semarang","https://www.rumah123.com/properti/semarang/hos15735234/","Diperbarui 3 bulan yang lalu oleh","Siswanto Siswanto","Rumah","Mijen, Semarang","2","1","1","120","36","1","360","0.36",""
"DIJUAL RUMAH MEWAH SHM DI CITRAGRAND SIAP HUNI","https://www.rumah123.com/properti/semarang/hos15734265/","Diperbarui 4 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","2","1","","105","65","3","1","1",""
"Dijual Rumah Bangunan Baru Siap Pakai Di Plamongan Indah, Semarang","https://www.rumah123.com/properti/semarang/hos15734188/","Diperbarui 3 bulan yang lalu oleh","Yuliana Tan","Rumah","Pedurungan, Semarang","2","1","1","108","48","1","490","0.49",""
"Rumah tengah kota pancakarya Semarang tengah","https://www.rumah123.com/properti/semarang/hos15733855/","Diperbarui 4 bulan yang lalu oleh","Chairul Baslah","Rumah","Semarang Tengah, Semarang","3","2","1","85","135","4","1.25","1.25",""
